"","number","name","year","theme","themeGroup","subtheme","category","packagingType","availability","ageRange","minifigs","pieces","retailPrice","pp","collections.ownedBy","collections.wantedBy"
"1160","30590","Farm Garden & Scarecrow",2022,"City","Modern day","Farm","Normal","Polybag","Retail",5,1,34,4.39,0.129117647058824,2778,1686
"1161","30592","Mini Thunder Raider",2022,"Ninjago","Action/Adventure","Core","Normal","Polybag","LEGO exclusive",7,0,69,4.99,0.0723188405797102,880,244
"1162","30593","Lloyd Suit Mech",2022,"Ninjago","Action/Adventure","Core","Normal","Polybag","Retail",NA,1,59,4.99,0.0845762711864407,1085,338
"1163","30594","Rock Monster Truck",2022,"Creator","Model making","Miscellaneous","Normal","Polybag","Retail",NA,0,54,4.99,0.0924074074074074,1259,223
"1164","31123","Off-Road Buggy",2022,"Creator","Model making","3 in 1","Normal","Box","Retail",NA,0,160,14.99,0.0936875,749,268
"1165","31124","Super Robot",2022,"Creator","Model making","3 in 1","Normal","Box","Retail",NA,0,159,9.99,0.0628301886792453,2417,362
"1166","31125","Fantasy Forest Creatures",2022,"Creator","Model making","3 in 1","Normal","Box","Retail",7,0,175,14.99,0.0856571428571429,3441,567
"1167","31126","Supersonic-jet",2022,"Creator","Model making","3 in 1","Normal","Box","Retail",7,0,215,19.99,0.0929767441860465,1260,494
"1168","31127","Street Racer",2022,"Creator","Model making","3 in 1","Normal","Box","Retail",7,0,258,19.99,0.0774806201550388,1208,398
"1169","31128","Dolphin and Turtle",2022,"Creator","Model making","3 in 1","Normal","Box","Retail",NA,0,137,9.99,0.0729197080291971,3779,524
"1170","31129","Majestic Tiger",2022,"Creator","Model making","3 in 1","Normal","Box","Retail",9,0,755,49.99,0.0662119205298013,4945,1396
"1171","31130","Sunken Treasure Mission",2022,"Creator","Model making","3 in 1","Normal","Box","Retail",8,2,522,29.99,0.0574521072796935,1431,857
"1172","31131","Downtown Noodle Shop",2022,"Creator","Model making","3 in 1","Normal","Box","Retail",8,2,569,44.99,0.0790685413005272,4295,1639
"1173","31132","Viking Ship and the Midgard Serpent",2022,"Creator","Model making","3 in 1","Normal","Box","Retail",9,4,1192,119.99,0.100662751677852,3656,2319
"1174","31204","Elvis Presley  'The King'",2022,"Art","Art and crafts","Music","Normal","Box","Retail",18,0,3445,119.99,0.0348301886792453,569,442
"1175","31205","Jim Lee Batman Collection",2022,"Art","Art and crafts","Licensed","Normal","Box","Retail",18,0,4167,119.99,0.0287952963762899,1448,1033
"1176","31206","The Rolling Stones",2022,"Art","Art and crafts","Music","Normal","Box","Retail - limited",18,0,1998,149.99,0.0750700700700701,587,495
"1177","31207","Floral Art",2022,"Art","Art and crafts","Miscellaneous","Normal","Box","Retail",18,0,2870,69.99,0.0243867595818815,764,417
"1178","41000","Water Scooter Fun",2013,"Friends","Modern day","Beach","Normal","Box","Retail",5,1,28,5.99,0.213928571428571,4023,483
"1179","41001","Mia's Magic Tricks",2013,"Friends","Modern day","Pets","Normal","Box","Retail",5,1,90,9.99,0.111,4019,663
"1180","41002","Emma's Karate Class",2013,"Friends","Modern day","Sports","Normal","Box","Retail",5,1,93,9.99,0.10741935483871,3916,736
"1181","41003","Olivia's Newborn Foal",2013,"Friends","Modern day","Farm","Normal","Box","Retail",5,1,70,9.99,0.142714285714286,4114,600
"1182","41004","Rehearsal Stage",2013,"Friends","Modern day","Music","Normal","Box","Retail",6,1,198,19.99,0.100959595959596,3707,640
"1183","41005","Heartlake High",2013,"Friends","Modern day","Heartlake City","Normal","Box","Retail",6,3,487,49.99,0.10264887063655,4230,1095
"1184","41006","Downtown Bakery",2013,"Friends","Modern day","Heartlake City","Normal","Box","Retail",6,2,253,24.99,0.0987747035573122,4429,1037
"1185","41007","Heartlake Pet Salon",2013,"Friends","Modern day","Heartlake City","Normal","Box","Retail",6,2,242,29.99,0.123925619834711,3910,849
"1186","41008","Heartlake City Pool",2013,"Friends","Modern day","Summer","Normal","Box","Retail",6,2,423,39.99,0.0945390070921986,5239,825
"1187","41009","Andrea's Bedroom",2013,"Friends","Modern day","Bedrooms","Normal","Box","Retail",5,1,75,9.99,0.1332,2614,696
"1188","41010","Olivia's Beach Buggy",2013,"Friends","Modern day","Beach","Normal","Box","Retail",5,1,94,9.99,0.106276595744681,3227,695
"1189","41011","Stephanie's Soccer Practice",2013,"Friends","Modern day","Sports","Normal","Box","Retail",5,1,80,9.99,0.124875,3082,619
"1190","41013","Emma's Sports Car",2013,"Friends","Modern day","Traffic","Normal","Box","Retail",5,1,159,14.99,0.0942767295597484,4151,735
"1191","41015","Dolphin Cruiser",2013,"Friends","Modern day","Summer","Normal","Box","Retail",7,3,612,69.99,0.114362745098039,6525,1391
"1192","41016","Friends Advent Calendar",2013,"Friends","Modern day","Seasonal","Normal","Box","Retail - limited",5,2,213,19.99,0.093849765258216,2083,608
"1193","41017","Squirrel's Tree House",2013,"Friends","Modern day","Animals Series 1","Normal","Foil pack","Retail",5,0,41,3.99,0.0973170731707317,5694,806
"1194","41018","Cat's Playground",2013,"Friends","Modern day","Animals Series 1","Normal","Foil pack","Retail",5,0,31,3.99,0.128709677419355,5113,715
"1195","41019","Turtle's Little Oasis",2013,"Friends","Modern day","Animals Series 1","Normal","Foil pack","Retail",5,0,33,3.99,0.120909090909091,6009,789
"1196","41020","Hedgehog's Hideaway",2013,"Friends","Modern day","Animals Series 2","Normal","Foil pack","Retail",5,0,34,3.99,0.117352941176471,5064,780
"1197","41021","Poodle's Little Palace",2013,"Friends","Modern day","Animals Series 2","Normal","Foil pack","Retail",5,0,46,3.99,0.0867391304347826,4079,733
"1198","41022","Bunny's Hutch",2013,"Friends","Modern day","Animals Series 2","Normal","Foil pack","Retail",5,0,37,3.99,0.107837837837838,4675,731
"1199","41023","Fawn's Forest",2013,"Friends","Modern day","Animals Series 3","Normal","Foil pack","Retail",5,0,35,3.99,0.114,4076,854
"1200","41024","Parrot's Perch",2013,"Friends","Modern day","Animals Series 3","Normal","Foil pack","Retail",5,0,32,3.99,0.1246875,3808,772
"1201","41025","Puppy's Playhouse",2013,"Friends","Modern day","Animals Series 3","Normal","Foil pack","Retail",5,0,39,3.99,0.102307692307692,3329,741
"1202","41026","Sunshine Harvest",2014,"Friends","Modern day","Farm","Normal","Box","Retail",6,1,233,19.99,0.085793991416309,3644,751
"1203","41027","Mia's Lemonade Stand",2014,"Friends","Modern day","General","Normal","Box","Retail",5,1,112,9.99,0.0891964285714286,4805,856
"1204","41028","Emma's Lifeguard Post",2014,"Friends","Modern day","Beach","Normal","Box","Retail",5,1,78,9.99,0.128076923076923,3782,658
"1205","41029","Stephanie's New Born Lamb",2014,"Friends","Modern day","Pets","Normal","Box","Retail",5,1,78,9.99,0.128076923076923,2746,649
"1206","41030","Olivia's Ice Cream Bike",2014,"Friends","Modern day","Park","Normal","Box","Retail",5,1,98,9.99,0.101938775510204,3073,766
"1207","41031","Andrea's Mountain Hut",2014,"Friends","Modern day","Great Outdoors","Normal","Box","Retail",5,1,119,9.99,0.0839495798319328,2070,678
"1208","41032","First Aid Jungle Bike",2014,"Friends","Modern day","Jungle Rescue","Normal","Box","Retail",6,1,156,14.99,0.0960897435897436,3081,783
"1209","41033","Jungle Falls Rescue",2014,"Friends","Modern day","Jungle Rescue","Normal","Box","Retail",6,1,183,19.99,0.109234972677596,3442,895
"1210","41034","Summer Caravan",2014,"Friends","Modern day","Summer","Normal","Box","Retail",6,2,297,24.99,0.0841414141414141,3064,991
"1211","41035","Heartlake Juice Bar",2014,"Friends","Modern day","Heartlake City","Normal","Box","Retail",6,2,277,32.99,0.119097472924188,4427,990
"1212","41036","Jungle Bridge Rescue",2014,"Friends","Modern day","Jungle Rescue","Normal","Box","Retail",7,2,365,29.99,0.0821643835616438,3124,845
"1213","41037","Stephanie's Beach House",2014,"Friends","Modern day","Beach","Normal","Box","Retail",6,2,369,39.99,0.108373983739837,3879,1187
"1214","41038","Jungle Rescue Base",2014,"Friends","Modern day","Jungle Rescue","Normal","Box","Retail",7,2,472,49.99,0.105911016949153,3022,958
"1215","41039","Sunshine Ranch",2014,"Friends","Modern day","Farm","Normal","Box","Retail",6,2,721,69.99,0.0970735090152566,2666,987
"1216","41040","Friends Advent Calendar",2014,"Friends","Modern day","Seasonal","Normal","Box","Retail - limited",5,2,228,19.99,0.0876754385964912,1888,493
"1217","41041","Turtle's Little Paradise",2014,"Friends","Modern day","Animals Series 4","Normal","Foil pack","Retail",5,0,43,3.99,0.0927906976744186,3729,814
"1218","41042","Tiger's Beautiful Temple",2014,"Friends","Modern day","Animals Series 4","Normal","Foil pack","Retail",5,0,42,3.99,0.095,3827,822
"1219","41043","Penguin's Playground",2014,"Friends","Modern day","Animals Series 4","Normal","Foil pack","Retail",5,0,46,3.99,0.0867391304347826,4059,938
"1220","41044","Macaw's Fountain",2014,"Friends","Modern day","Animals Series 5","Normal","Foil pack","Retail",5,0,39,3.99,0.102307692307692,3034,848
"1221","41045","Orangutan's Banana Tree",2014,"Friends","Modern day","Animals Series 5","Normal","Foil pack","Retail",5,0,37,3.99,0.107837837837838,3192,908
"1222","41046","Brown Bear's River",2014,"Friends","Modern day","Animals Series 5","Normal","Foil pack","Retail",5,0,37,3.99,0.107837837837838,3173,903
"1223","41047","Seal's Little Rock",2014,"Friends","Modern day","Animals Series 6","Normal","Foil pack","Retail",5,0,37,3.99,0.107837837837838,2113,906
"1224","41048","Lion Cub's Savanna",2014,"Friends","Modern day","Animals Series 6","Normal","Foil pack","Retail",5,0,43,3.99,0.0927906976744186,2087,946
"1225","41049","Panda's Bamboo",2014,"Friends","Modern day","Animals Series 6","Normal","Foil pack","Retail",5,0,47,3.99,0.0848936170212766,2190,979
"1226","41050","Ariel's Amazing Treasures",2014,"Disney","Licensed","The Little Mermaid","Normal","Box","Retail",5,1,77,12.99,0.168701298701299,3339,705
"1227","41051","Merida's Highland Games",2014,"Disney","Licensed","Brave","Normal","Box","Retail",5,1,145,19.99,0.137862068965517,3305,858
"1228","41052","Ariel's Magical Kiss",2014,"Disney","Licensed","The Little Mermaid","Normal","Box","Retail",5,2,250,29.99,0.11996,2748,804
"1229","41053","Cinderella's Dream Carriage",2014,"Disney","Licensed","Cinderella","Normal","Box","Retail",6,1,274,29.99,0.109452554744526,3584,824
"1230","41054","Rapunzel's Creativity Tower",2014,"Disney","Licensed","Tangled","Normal","Box","Retail",6,2,299,39.99,0.133745819397993,4000,993
"1231","41055","Cinderella's Romantic Castle",2014,"Disney","Licensed","Cinderella","Normal","Box","Retail",6,2,646,69.99,0.108343653250774,3631,1022
"1232","41056","Heartlake News Van",2014,"Friends","Modern day","Traffic","Normal","Box","Retail",6,2,278,24.99,0.0898920863309352,2239,855
"1233","41057","Heartlake Horse Show",2014,"Friends","Modern day","Sports","Normal","Box","Retail",6,2,355,39.99,0.112647887323944,915,826
"1234","41058","Heartlake Shopping Mall",2014,"Friends","Modern day","Heartlake City","Normal","Box","Retail",7,4,1120,99.99,0.0892767857142857,3204,1146
"1235","41059","Jungle Tree Sanctuary",2014,"Friends","Modern day","Jungle Rescue","Normal","Box","Retail",7,1,320,29.99,0.09371875,2057,1060
"1236","41060","Sleeping Beauty's Royal Bedroom",2015,"Disney","Licensed","Sleeping Beauty","Normal","Box","Retail",5,1,96,12.99,0.1353125,2421,621
"1237","41061","Jasmine's Exotic Palace",2015,"Disney","Licensed","Aladdin","Normal","Box","Retail",5,1,143,24.99,0.174755244755245,2813,694
"1238","41062","Elsa's Sparkling Ice Castle",2015,"Disney","Licensed","Frozen","Normal","Box","Retail",6,3,292,39.99,0.136952054794521,6795,956
"1239","41063","Ariel's Undersea Palace",2015,"Disney","Licensed","The Little Mermaid","Normal","Box","Retail",6,2,379,59.99,0.158284960422164,2367,1012
"1240","41071","Aira's Creative Workshop",2015,"Elves","Action/Adventure",NA,"Normal","Box","Retail",7,1,98,9.99,0.101938775510204,3208,636
"1241","41072","Naida's Spa Secret",2015,"Elves","Action/Adventure",NA,"Normal","Box","Retail",7,1,249,19.99,0.080281124497992,2774,755
"1242","41073","Naida's Epic Adventure Ship",2015,"Elves","Action/Adventure",NA,"Normal","Box","Retail",7,2,312,29.99,0.0961217948717949,3541,803
"1243","41074","Azari and the Magical Bakery",2015,"Elves","Action/Adventure",NA,"Normal","Box","Retail",7,2,324,29.99,0.0925617283950617,2751,856
"1244","41075","The Elves' Treetop Hideaway",2015,"Elves","Action/Adventure",NA,"Normal","Box","Retail",8,3,505,49.99,0.098990099009901,3123,993
"1245","41076","Farran and the Crystal Hollow",2015,"Elves","Action/Adventure",NA,"Normal","Box","Retail",7,1,175,14.99,0.0856571428571429,3191,718
"1246","41077","Aira's Pegasus Sleigh",2015,"Elves","Action/Adventure",NA,"Normal","Box","Retail",8,2,319,39.99,0.125360501567398,2499,829
"1247","41078","Skyra's Mysterious Sky Castle",2015,"Elves","Action/Adventure",NA,"Normal","Box","Retail",8,3,808,89.99,0.111373762376238,2468,937
"1248","41085","Vet Clinic",2015,"Friends","Modern day","Vet","Normal","Box","Retail",5,1,192,19.99,0.104114583333333,3141,817
"1249","41086","Vet Ambulance",2015,"Friends","Modern day","Vet","Normal","Box","Retail",5,1,89,9.99,0.112247191011236,2438,559
"1250","41087","Bunny & Babies",2015,"Friends","Modern day","Vet","Normal","Box","Retail",5,0,47,4.99,0.106170212765957,3448,549
"1251","41088","Puppy Training",2015,"Friends","Modern day","Vet","Normal","Box","Retail",5,0,65,4.99,0.0767692307692308,2455,476
"1252","41089","Little Foal",2015,"Friends","Modern day","Vet","Normal","Box","Retail",5,0,43,4.99,0.116046511627907,2980,470
"1253","41090","Olivia's Garden Pool",2015,"Friends","Modern day","Summer","Normal","Box","Retail",5,1,82,9.99,0.121829268292683,2111,539
"1254","41091","Mia's Roadster",2015,"Friends","Modern day","Traffic","Normal","Box","Retail",6,1,187,14.99,0.0801604278074866,2833,651
"1255","41092","Stephanie's Pizzeria",2015,"Friends","Modern day","Heartlake City","Normal","Box","Retail",5,1,87,9.99,0.114827586206897,3197,680
"1256","41093","Heartlake Hair Salon",2015,"Friends","Modern day","Heartlake City","Normal","Box","Retail",6,2,318,32.99,0.10374213836478,2963,876
"1257","41094","Heartlake Lighthouse",2015,"Friends","Modern day","Beach","Normal","Box","Retail",6,2,473,39.99,0.0845454545454545,3437,1049
"1258","41095","Emma's House",2015,"Friends","Modern day","Houses","Normal","Box","Retail",6,3,706,69.99,0.0991359773371105,2918,1303
"1259","41097","Heartlake Hot Air Balloon",2015,"Friends","Modern day","Great Outdoors","Normal","Box","Retail",6,2,254,29.99,0.118070866141732,4510,1023
"1260","41098","Emma's Tourist Kiosk",2015,"Friends","Modern day","Heartlake City","Normal","Box","Retail",5,1,98,9.99,0.101938775510204,2271,642
"1261","41099","Heartlake Skate Park",2015,"Friends","Modern day","Sports","Normal","Box","Retail",6,1,199,19.99,0.100452261306533,2061,660
"1262","41100","Heartlake Private Jet",2015,"Friends","Modern day","Airport","Normal","Box","Retail",6,2,230,24.99,0.108652173913043,2954,761
"1263","41101","Heartlake Grand Hotel",2015,"Friends","Modern day","Heartlake City","Normal","Box","Retail",8,5,1552,129.99,0.0837564432989691,3375,1385
"1264","41102","Friends Advent Calendar",2015,"Friends","Modern day","Seasonal","Normal","Box","Retail",5,2,233,19.99,0.085793991416309,1642,429
"1265","41103","Pop Star Recording Studio",2015,"Friends","Modern day","Pop Star","Normal","Box","Retail",6,1,172,14.99,0.0871511627906977,2828,613
"1266","41104","Pop Star Dressing Room",2015,"Friends","Modern day","Pop Star","Normal","Box","Retail",7,2,279,29.99,0.107491039426523,2161,637
"1267","41105","Pop Star Show Stage",2015,"Friends","Modern day","Pop Star","Normal","Box","Retail",7,2,446,44.99,0.100874439461883,2132,686
"1268","41106","Pop Star Tour Bus",2015,"Friends","Modern day","Pop Star","Normal","Box","Retail",8,3,682,59.99,0.0879618768328446,2833,881
"1269","41107","Pop Star Limousine",2015,"Friends","Modern day","Pop Star","Normal","Box","Retail",6,2,265,24.99,0.0943018867924528,1588,722
"1270","41108","Heartlake Food Market",2015,"Friends","Modern day","Heartlake City","Normal","Box","Retail",6,2,388,39.99,0.103067010309278,1697,984
"1271","41109","Heartlake City Airport",2015,"Friends","Modern day","Airport","Normal","Box","Retail - limited",7,3,692,89.99,0.130043352601156,1109,940
"1272","41065","Rapunzel's Best Day Ever",2016,"Disney","Licensed","Tangled","Normal","Box","Retail",5,1,145,24.99,0.172344827586207,1378,494
"1273","41066","Anna & Kristoff's Sleigh Adventure",2016,"Disney","Licensed","Frozen","Normal","Box","Retail",5,2,174,29.99,0.17235632183908,3742,715
"1274","41067","Belle's Enchanted Castle",2016,"Disney","Licensed","Beauty and the Beast","Normal","Box","Retail",6,6,374,49.99,0.133663101604278,2984,738
"1275","41068","Arendelle Castle Celebration",2016,"Disney","Licensed","Frozen","Normal","Box","Retail",6,6,477,59.99,0.125765199161426,3191,799
"1276","41069","Treasure's Day at the Pool",2016,"Disney","Licensed","Palace Pets","Normal","Box","Retail",5,0,70,7.99,0.114142857142857,1408,372
"1277","41110","Birthday Party",2016,"Friends","Modern day","Party","Normal","Box","Retail",5,1,191,19.99,0.104659685863874,1687,516
"1278","41111","Party Train",2016,"Friends","Modern day","Party","Normal","Box","Retail",5,1,109,9.99,0.091651376146789,2708,466
"1279","41112","Party Cakes",2016,"Friends","Modern day","Party","Normal","Box","Retail",5,0,50,4.99,0.0998,3122,419
"1280","41113","Party Gift Shop",2016,"Friends","Modern day","Party","Normal","Box","Retail",5,0,52,4.99,0.0959615384615385,2442,381
"1281","41114","Party Styling",2016,"Friends","Modern day","Party","Normal","Box","Retail",5,0,54,4.99,0.0924074074074074,2095,352
"1282","41115","Emma's Creative Workshop",2016,"Friends","Modern day","Art","Normal","Box","Retail",5,1,108,9.99,0.0925,2162,488
